,institution_main,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag,predominantdemo_bachelors,predominantdemo_masters,predominantdemo_phd,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
2463,Urshan Graduate School of Theology,166,182,201,56,19,MO,1,2,2,2,21,1,22,34,71,20,50,6,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,6,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2464,Ursinus College,25,41,41,20,0,PA,1,2,2,2,21,2,71,73,74,20,74,140,0,0,17,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,73,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2465,Ursuline College,13,13,21,13,0,OH,1,2,2,2,21,2,29,35,36,49,36,89,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,21,50,30,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2466,Uta Mesivta of Kiryas Joel,12,0,0,88,56,NY,1,2,2,2,21,2,0,79,79,7,79,170,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,82,9,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2467,Utah State University,266,267,341,38,137,UT,1,1,2,2,13,5,21,38,48,20,50,1060,25,66,88,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2468,Utah Valley University,123,264,212,0,154,UT,1,1,2,2,13,5,13,22,29,21,32,994,0,84,346,1,1,-2,A,1,1,1,776,1254,2030,1029,1583,2612,96,92,188,63,45,11,1.0,1,1,0,0,UnknownEthnicity,White,White,410,530,410,530,13,20,23,27,22,24
2469,Utica College,37,47,43,0,0,NY,1,2,2,2,13,2,40,52,54,26,54,250,0,0,37,1,1,-2,A,1,1,1,1166,3051,4217,1897,4448,6345,90,161,251,80,67,14,0.0,1,1,0,0,Black,Black,White,470,580,520,630,20,26,20,28,18,24
2470,Valdosta State University,126,104,79,33,70,GA,1,1,2,2,13,4,20,37,40,42,40,474,0,0,74,1,1,-2,A,1,1,1,1085,1553,2638,1323,1675,2998,316,345,661,77,50,14,0.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
2471,Valencia College,0,0,0,0,0,FL,1,1,2,2,11,5,22,34,71,12,44,1096,0,0,244,1,1,3,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,1,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2472,Valley City State University,12,19,37,0,0,ND,1,1,2,2,33,2,25,43,45,27,45,87,0,0,5,1,1,-2,A,1,1,1,208,129,337,431,286,717,110,46,156,67,50,10,1.0,1,1,1,0,White,White,Black,455,625,502,661,22,22,23,27,22,24
2473,Valley College-Martinsburg,0,0,0,0,0,WV,1,3,2,2,22,1,22,34,71,3,71,3,0,0,11,1,1,-2,A,1,1,1,974,2094,3068,1534,3897,5431,197,407,604,69,45,16,0.0,1,1,0,0,White,White,White,530,630,510,590,19,25,18,26,16,24
2474,Valparaiso University,57,93,76,2,14,IN,1,2,2,2,21,2,56,65,65,20,65,274,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,50,6,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2475,Vanderbilt University,483,275,280,40,160,TN,1,2,2,2,11,4,88,92,93,20,93,1341,380,0,267,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,45,19,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2476,VanderCook College of Music,4,4,2,0,0,IL,1,2,2,2,11,1,52,60,72,20,72,22,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,49,11,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2477,Vanguard University of Southern California,29,18,33,2,0,CA,1,2,2,2,12,2,58,62,63,20,63,142,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,100,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2478,Vassar College,95,69,53,0,13,NY,1,2,2,2,21,2,82,87,88,8,88,310,0,0,30,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,51,30,22,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2479,Vaughn College of Aeronautics and Technology,8,9,15,4,0,NY,1,2,2,2,11,2,30,40,41,20,38,79,0,0,39,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,76,85,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2480,Veritas Baptist College,5,1,0,1,0,IN,1,2,2,2,41,1,33,33,33,20,25,14,0,0,4,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,45,8,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2481,Vermont College of Fine Arts,166,182,201,56,19,VT,1,2,2,2,32,1,22,34,71,20,50,44,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,54,32,18,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2482,Vermont Law School,24,5,22,0,0,VT,1,2,2,2,43,1,22,34,71,20,50,62,2,1,28,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,78,13,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2483,Vermont Technical College,30,14,32,0,0,VT,1,1,2,2,43,2,24,37,38,13,64,118,0,0,16,1,1,4,A,1,1,1,870,2254,3124,2754,6718,9472,345,694,1039,85,73,14,1.0,1,1,1,1,Black,Black,Black,520,590,510,560,20,24,19,23,17,23
2484,Villa Maria College,6,8,8,4,0,NY,1,2,2,2,13,1,23,29,31,20,30,50,0,0,19,1,1,-2,A,1,1,1,6944,11975,18919,9494,15806,25300,1651,2601,4252,82,59,22,1.0,1,1,1,1,White,White,White,540,620,520,600,21,26,20,25,18,24
2485,Villanova University,219,211,211,79,0,PA,1,2,2,2,21,4,89,91,92,6,92,853,12,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,0,25,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2486,Vincennes University,27,46,73,34,0,IN,1,1,2,2,33,4,4,4,4,25,28,386,0,0,31,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2487,Virginia Beach Theological Seminary,166,182,201,56,19,VA,1,2,2,2,11,1,22,34,71,20,50,6,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2488,Virginia Commonwealth University,461,667,901,152,0,VA,1,1,2,2,12,5,44,62,66,21,66,2420,282,43,169,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2489,Virginia Military Institute,61,26,48,4,3,VA,1,1,2,2,32,2,76,83,85,12,85,157,0,0,8,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,54,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2490,Virginia Polytechnic Institute and State University,597,550,623,295,2,VA,1,1,2,2,13,5,65,83,86,20,86,2186,651,167,69,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2491,Virginia State University,61,85,85,41,0,VA,1,1,1,2,21,2,28,42,46,20,46,322,12,31,53,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2492,Virginia University of Integrative Medicine,2,0,0,0,0,VA,1,2,2,2,21,1,22,34,71,20,50,12,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2493,Virginia Wesleyan University,43,25,17,4,0,VA,1,2,2,2,11,2,46,50,50,40,50,104,0,0,34,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,42,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2494,Visible Music College,4,2,2,1,0,TN,1,2,2,2,11,1,11,11,11,17,11,21,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2495,Vista College-Online,0,0,0,0,0,TX,1,3,2,2,12,1,95,95,95,20,51,14,0,0,8,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2496,Viterbo University,22,30,45,3,0,WI,1,2,2,2,13,2,52,62,65,20,64,158,0,0,29,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2497,Voorhees College,2,6,18,5,0,SC,1,2,1,2,32,1,32,41,41,20,41,38,1,1,25,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,0,0,1,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2498,W L Bonner College,166,182,201,56,19,SC,1,2,2,2,12,1,22,34,71,20,50,3,0,0,0,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2499,Wabash College,23,38,27,2,0,IN,1,2,2,2,32,1,72,74,75,20,75,93,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,22,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2500,Wade College,5,0,0,0,0,TX,1,3,2,2,11,1,22,34,71,27,41,11,0,0,2,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2501,Wagner College,36,36,30,0,0,NY,1,2,2,2,11,2,67,73,73,20,73,204,0,7,36,1,1,-2,A,1,1,1,4528,7428,11956,5761,9669,15430,1060,1535,2595,81,66,22,1.0,1,1,1,1,White,White,White,540,620,520,590,21,25,20,25,18,25
2502,Wake Forest University,481,485,743,103,45,NC,1,2,2,2,12,3,85,88,89,20,89,2032,237,0,101,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,85,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2503,Walden University,0,0,0,0,0,MN,1,3,2,2,11,5,22,34,71,20,50,1161,0,0,288,1,1,-2,A,1,1,1,4321,2577,6898,6050,3753,9803,472,217,689,82,67,15,1.0,1,1,1,1,White,White,White,560,660,570,670,23,30,22,30,23,29
2504,Waldorf University,8,10,25,5,0,IA,1,3,2,2,33,2,46,51,51,24,52,83,0,0,30,1,1,-2,A,1,1,2,71,91,162,71,91,162,31,22,53,32,7,20,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
2505,Walla Walla Community College,0,0,0,0,0,WA,1,1,2,2,13,2,22,34,71,11,42,143,0,0,24,1,1,-2,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,21,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2506,Walla Walla University,32,25,24,7,0,WA,1,2,2,2,23,2,31,50,58,20,59,115,0,0,27,1,1,-2,A,1,1,1,86,88,174,89,97,186,42,54,96,87,45,30,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2507,Walnut Hill College,0,0,0,15,0,PA,1,3,2,2,11,1,22,34,71,20,75,17,0,0,2,1,1,-2,A,1,1,1,3754,6030,9784,6428,10476,16904,1574,2189,3763,91,83,25,1.0,1,1,1,1,Hispanic,Hispanic,Hispanic,570,640,540,620,23,29,23,29,22,27
2508,Walsh College,14,5,0,0,0,MI,1,2,2,2,13,2,22,34,71,20,50,62,0,0,17,1,1,-2,A,1,1,1,589,917,1509,1503,2384,3929,191,114,305,50,71,13,0.0,1,1,0,0,Black,Black,White,455,625,502,661,22,22,23,27,22,24
2509,Walsh University,31,35,37,4,0,OH,1,2,2,2,21,2,46,60,60,20,60,152,0,0,26,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,73,56,22,1.0,1,1,0,0,Hispanic,Hispanic,White,455,625,502,661,22,22,23,27,22,24
2510,Warner Pacific University,4,11,7,2,0,OR,1,2,2,2,11,1,28,35,38,16,38,24,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,3,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2511,Warner Pacific University Professional and Graduate Studies,166,182,201,56,19,OR,1,2,2,2,11,1,12,12,12,20,25,0,0,0,0,1,1,-2,A,1,1,1,756,217,973,1289,376,1665,261,52,313,85,75,16,0.0,1,1,0,0,White,White,White,600,680,610,690,27,32,24,31,26,30
2512,Warner University,6,13,12,3,0,FL,1,2,2,2,41,1,35,43,43,20,49,58,0,0,6,1,1,-2,N,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,1,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2513,Warren Wilson College,0,0,0,0,0,NC,1,2,2,2,21,1,34,40,42,20,42,67,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2514,Wartburg College,27,31,16,0,6,IA,1,2,2,2,32,2,64,68,68,20,68,103,0,0,0,1,1,-2,A,1,1,1,11,11,22,12,13,25,5,6,11,82,45,15,0.0,0,0,0,0,White,Asian,White,455,625,502,661,17,23,16,23,17,23
2515,Wartburg Theological Seminary,6,3,3,0,0,IA,1,2,2,2,13,1,22,34,71,20,50,17,0,0,2,1,1,-2,A,1,1,1,1492,3100,4592,2848,6268,9116,253,422,675,81,100,14,0.0,1,1,1,1,White,White,White,560,650,550,630,24,30,23,31,22,27
2516,Washburn University,70,45,66,0,85,KS,1,1,2,2,12,3,22,36,42,19,51,331,0,0,32,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,26,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2517,Washington & Jefferson College,42,34,29,7,0,PA,1,2,2,2,21,2,63,63,65,10,65,125,0,0,13,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,23,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2518,Washington Adventist University,11,12,9,0,0,MD,1,2,2,2,21,1,20,33,41,20,42,78,0,0,7,1,1,-2,A,1,1,1,8250,12418,20668,24757,38934,63691,2404,3605,6009,95,80,21,1.0,1,1,1,1,White,White,White,620,680,600,670,27,31,26,33,25,29
2519,Washington and Lee University,115,59,66,9,2,VA,1,2,2,2,32,2,91,93,93,20,93,281,0,0,2,1,3,-1,C,1,3,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,,-1,-1,-1,-1,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2520,Washington College,13,46,35,10,0,MD,1,2,2,2,32,2,69,71,72,8,72,114,0,0,33,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,23,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2521,Washington State University,337,299,202,27,42,WA,1,1,2,2,32,5,37,54,59,20,59,1499,299,85,249,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,22,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2522,Washington University in St Louis,704,315,354,129,212,MO,1,2,2,2,21,4,88,93,94,20,94,1871,1022,1430,128,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,36,28,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2523,Watkins College of Art Design & Film,166,182,201,56,19,TN,1,2,2,2,11,-2,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,1345,1855,3200,1472,2025,3497,374,439,813,68,36,15,0.0,1,1,0,0,White,White,White,480,590,470,580,16,22,14,21,16,21
2524,Wayland Baptist University,64,29,27,5,2,TX,1,2,2,2,33,2,8,15,18,20,25,207,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,51,33,22,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2525,Wayne State College,51,31,28,12,2,NE,1,1,2,2,32,2,32,50,53,34,53,155,0,0,40,1,1,-2,A,1,1,1,244,368,612,275,442,717,77,97,174,78,45,10,0.0,1,1,1,0,White,White,Asian,455,625,502,661,17,23,16,23,16,23
2526,Wayne State University,461,463,390,29,184,MI,1,1,2,2,11,5,24,44,52,30,52,1791,740,0,247,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,28,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2527,Waynesburg University,21,16,23,21,0,PA,1,2,2,2,32,2,57,64,65,27,65,127,0,0,19,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2528,Weatherford College,0,0,0,133,0,TX,1,1,2,2,31,3,22,34,71,20,20,202,0,0,10,1,1,-2,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,0,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2529,Webb Institute,5,1,3,0,0,NY,1,2,2,2,21,1,75,83,83,17,83,11,0,0,1,1,1,-2,A,1,1,1,9695,15485,25180,18774,29162,47936,856,1230,2086,89,60,13,0.0,1,1,1,1,White,White,White,620,700,610,710,27,32,28,35,25,30
2530,Webber International University,4,4,17,0,0,FL,1,2,2,2,31,1,31,36,36,37,40,33,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,94,45,9,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2531,Weber State University,111,83,244,140,3,UT,1,1,2,2,13,5,16,28,36,22,36,733,0,0,107,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,50,100,11,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2532,Webster University,72,71,41,9,1,MO,1,2,2,2,21,3,41,53,55,20,55,430,0,0,74,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,47,12,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2533,Western Carolina University,109,136,209,86,4,NC,1,1,2,2,32,4,43,61,64,25,64,625,0,0,56,1,1,-2,A,1,1,1,716,1038,1754,790,1130,1920,382,530,912,78,48,19,1.0,1,1,0,1,White,White,White,455,625,502,661,22,22,23,27,22,24
2534,Weill Medical College of Cornell University,273,296,1165,214,2,NY,1,2,2,2,11,2,22,34,71,20,50,2006,0,0,248,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,84,45,20,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2535,Welch College,7,2,2,7,0,TN,1,2,2,2,41,1,44,62,62,4,72,28,0,0,8,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,32,50,9,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2536,Wellesley College,99,72,40,0,71,MA,1,2,2,2,21,2,86,93,94,4,94,357,0,0,14,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,27,40,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2537,Wells College,13,4,12,1,1,NY,1,2,2,2,42,1,54,56,56,20,56,37,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,35,18,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2538,Wenatchee Valley College,0,0,0,0,0,WA,1,1,2,2,13,2,22,34,71,10,34,121,0,0,5,1,1,-2,A,1,1,1,1523,2594,4117,1822,3870,5693,386,616,1002,73,20,24,0.0,1,1,0,0,Black,Black,White,455,625,502,661,22,22,23,27,22,24
2539,Wentworth Institute of Technology,29,61,78,1,0,MA,1,2,2,2,11,2,54,66,69,21,69,243,0,0,50,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,71,8,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2540,Wesley College,22,20,17,8,0,DE,1,2,2,2,13,1,23,30,32,20,32,116,0,10,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,45,36,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2541,Wesley Theological Seminary,12,6,2,0,0,DC,1,2,2,2,11,1,22,34,71,20,50,20,3,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,45,36,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2542,Wesleyan College,20,14,15,2,0,GA,1,2,2,2,12,1,45,51,51,20,51,60,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,45,36,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2543,Wesleyan University,106,87,73,0,0,CT,1,2,2,2,13,2,87,91,91,6,91,400,0,0,40,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,45,36,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2544,West Chester University of Pennsylvania,211,221,144,99,0,PA,1,1,2,2,21,4,55,73,75,17,75,775,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,48,45,27,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2545,West Coast Ultrasound Institute,0,0,0,0,0,CA,1,3,2,2,11,1,22,34,71,3,76,76,0,0,34,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,48,45,27,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2546,West Coast University-Center for Graduate Studies,2,8,24,0,0,CA,1,3,2,2,11,1,22,34,71,20,50,47,0,0,3,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,48,45,27,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2547,West Coast University-Dallas,0,1,1,21,0,TX,1,3,2,2,11,2,100,100,100,20,100,48,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,48,45,27,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2548,West Coast University-Los Angeles,0,10,12,23,0,CA,1,3,2,2,11,2,31,38,38,20,38,107,0,0,14,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,51,45,21,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2549,West Coast University-Miami,0,2,3,28,0,FL,1,3,2,2,13,2,0,0,0,20,0,65,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,0,8,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2550,West Coast University-Ontario,1,3,6,30,0,CA,1,3,2,2,12,2,73,73,73,20,73,118,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,45,22,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2551,West Coast University-Orange County,2,5,16,31,0,CA,1,3,2,2,11,2,57,57,57,20,57,134,0,0,25,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,45,25,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2552,West Liberty University,37,36,43,30,2,WV,1,1,2,2,41,2,37,51,53,18,53,185,0,0,10,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,56,45,27,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2553,West Los Angeles College,0,0,0,126,0,CA,1,1,2,2,21,4,22,34,71,10,22,231,0,0,13,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,50,31,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2554,West Texas A & M University,71,73,106,91,6,TX,1,1,2,2,31,4,27,39,44,28,44,376,0,0,10,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,43,0,28,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2555,West Virginia School of Osteopathic Medicine,15,26,19,1,0,WV,1,1,2,2,32,1,22,34,71,20,50,63,5,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,45,33,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2556,West Virginia State University,31,24,29,16,0,WV,1,1,1,2,22,2,18,27,30,17,30,119,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,44,45,22,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2557,West Virginia University,415,424,393,62,2,WV,1,1,2,2,13,5,41,57,61,25,62,1494,79,1062,45,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,45,35,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
