institution,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
University of Illinois Springfield,490,600,490,590,19,27,19,28,18,26
University of Illinois System Offices,455,625,502,661,22,22,23,27,22,24
University of Illinois Urbana-Champaign,590,690,610,770,27,33,26,34,26,33
University of Indianapolis,480,590,480,580,18,25,16,24,17,25
University of Iowa,560,650,550,660,22,29,21,30,21,28
University of Jamestown,470,560,470,550,19,24,16,23,18,26
University of Kansas,540,650,530,670,22,29,22,30,21,28
University of Kentucky,540,640,530,640,22,29,22,31,21,28
University of La Verne,480,580,480,570,17,23,17,23,16,21
University of Louisiana at Lafayette,510,620,490,590,20,26,21,28,19,25
University of Louisiana at Monroe,460,580,490,590,20,24,20,26,18,24
University of Louisiana-System Administration,455,625,502,661,22,22,23,27,22,24
University of Louisville,530,640,520,630,21,28,21,30,20,27
University of Lynchburg,455,625,502,661,22,22,23,27,22,24
University of Maine,455,625,502,661,22,22,23,27,22,24
University of Maine at Augusta,455,625,502,661,22,22,23,27,22,24
University of Maine at Farmington,455,625,502,661,22,22,23,27,22,24
University of Maine at Fort Kent,455,625,502,661,22,22,23,27,22,24
University of Maine at Machias,455,625,502,661,22,22,23,27,22,24
University of Maine at Presque Isle,455,625,502,661,22,22,23,27,22,24
University of Maine-System Central Office,455,625,502,661,22,22,23,27,22,24
University of Management and Technology,455,625,502,661,22,22,23,27,22,24
University of Mary,510,620,490,600,20,26,20,26,18,26
University of Mary Hardin-Baylor,500,610,500,580,19,25,17,24,17,25
University of Mary Washington,560,660,530,610,23,30,23,32,21,27
University of Maryland Eastern Shore,430,510,410,500,16,19,13,18,15,17
University of Maryland Global Campus,455,625,502,661,22,22,23,27,22,24
University of Maryland  Baltimore,455,625,502,661,22,22,23,27,22,24
University of Maryland-Baltimore County,580,670,570,680,24,30,22,31,23,29
University of Maryland-College Park,630,720,640,760,30,34,30,35,27,33
University of Massachusetts Medical School Worcester,455,625,502,661,22,22,23,27,22,24
University of Massachusetts-Amherst,600,680,600,710,27,32,25,33,25,31
University of Massachusetts-Boston,455,625,502,661,22,22,23,27,22,24
University of Massachusetts-Central Office,455,625,502,661,22,22,23,27,22,24
University of Massachusetts-Dartmouth,490,600,500,590,20,26,19,29,19,26
University of Massachusetts-Lowell,570,650,570,670,23,29,23,30,24,28
University of Memphis,500,610,490,590,19,26,20,27,17,25
University of Miami,620,700,630,720,28,32,29,34,26,30
University of Michigan-Ann Arbor,660,740,680,780,31,34,32,35,29,34
University of Michigan-Dearborn,540,650,550,670,22,29,22,30,22,28
University of Michigan-Flint,490,610,480,600,19,21,18,26,17,25
University of Minnesota-Crookston,455,625,502,661,22,22,23,27,22,24
University of Minnesota-Duluth,530,600,520,640,21,26,19,25,20,27
University of Minnesota-Morris,510,620,530,630,21,28,20,27,20,27
University of Minnesota-Rochester,540,688,518,643,20,26,19,24,19,26
University of Minnesota-Twin Cities,600,700,640,760,25,31,24,32,25,30
University of Mississippi,510,620,500,610,22,30,22,32,20,28
University of Missouri-Columbia,560,660,550,660,23,29,22,31,22,28
University of Missouri-Kansas City,495,635,505,680,20,28,20,28,19,27
University of Missouri-St Louis,560,640,530,615,21,27,20,28,19,26
University of Missouri-System Office,455,625,502,661,22,22,23,27,22,24
University of Mobile,455,625,502,661,22,22,23,27,22,24
University of Montevallo,500,600,490,615,19,26,20,27,17,24
University of Mount Olive,450,560,450,550,16,22,14,21,16,22
University of Mount Union,490,570,480,575,19,25,18,26,18,24
University of Nebraska at Kearney,460,550,500,550,19,26,18,25,18,25
University of Nebraska at Omaha,455,625,502,661,18,26,17,26,17,25
University of Nebraska Medical Center,455,625,502,661,22,22,23,27,22,24
University of Nebraska-Central Administration System Office,455,625,502,661,22,22,23,27,22,24
University of Nebraska-Lincoln,550,650,560,670,22,28,21,27,21,28
University of Nevada-Las Vegas,520,620,510,630,19,25,18,25,17,25
University of Nevada-Reno,530,630,530,630,20,26,19,26,19,26
University of New England,455,625,502,661,22,22,23,27,22,24
University of New Hampshire at Manchester,500,640,485,580,22,22,23,27,22,24
University of New Hampshire-Franklin Pierce School of Law,455,625,502,661,22,22,23,27,22,24
University of New Hampshire-Main Campus,550,640,540,640,24,30,22,31,23,29
University of New Haven,530,620,520,600,22,28,21,28,20,26
University of New Mexico-Gallup Campus,455,625,502,661,22,22,23,27,22,24
University of New Mexico-Los Alamos Campus,455,625,502,661,22,22,23,27,22,24
University of New Mexico-Main Campus,520,630,510,620,17,25,17,25,17,25
University of New Mexico-Taos Campus,455,625,502,661,22,22,23,27,22,24
University of New Mexico-Valencia County Campus,455,625,502,661,22,22,23,27,22,24
University of New Orleans,520,660,480,610,18,24,19,27,16,24
University of North Alabama,455,625,502,661,22,22,23,27,22,24
University of North Carolina at Asheville,540,650,520,620,21,28,20,29,19,26
University of North Carolina at Chapel Hill,640,730,640,760,28,33,28,35,26,32
University of North Carolina at Charlotte,560,640,550,640,22,27,21,26,21,27
University of North Carolina at Greensboro,490,590,490,570,19,25,18,24,17,24
University of North Carolina at Pembroke,460,550,450,540,17,21,14,20,16,20
University of North Carolina School of the Arts,590,670,530,640,22,29,22,32,19,26
University of North Carolina System,455,625,502,661,22,22,23,27,22,24
University of North Carolina Wilmington,590,660,570,650,23,27,21,27,21,26
University of North Dakota,500,600,500,630,20,27,19,26,20,27
University of North Florida,530,630,510,600,20,27,20,26,18,25
University of North Georgia,500,600,490,580,19,25,18,25,18,25
University of North Texas,530,630,520,610,20,27,20,28,18,26
University of North Texas at Dallas,330,460,400,510,16,21,23,27,22,24
University of North Texas Health Science Center,455,625,502,661,22,22,23,27,22,24
University of North Texas System,455,625,502,661,22,22,23,27,22,24
University of Northern Colorado,490,610,490,590,19,26,18,26,17,25
University of Northern Iowa,520,630,510,600,20,26,19,25,18,26
University of Northwestern Ohio,455,625,502,661,22,22,23,27,22,24
University of Northwestern-St Paul,455,625,502,661,22,22,23,27,22,24
University of Notre Dame,690,760,710,790,32,35,23,27,22,24
University of Oklahoma-Health Sciences Center,455,625,502,661,22,22,23,27,22,24
University of Oklahoma-Norman Campus,560,650,540,650,23,29,22,30,21,27
University of Oregon,550,650,540,640,22,29,21,30,21,27
University of Pennsylvania,710,770,750,800,33,35,34,36,31,35
University of Phoenix-Arizona,455,625,502,661,22,22,23,27,22,24
University of Phoenix-California,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Florida,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Georgia,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Hawaii,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Illinois,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Michigan,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Nevada,455,625,502,661,22,22,23,27,22,24
University of Phoenix-New Jersey,455,625,502,661,22,22,23,27,22,24
University of Phoenix-New Mexico,455,625,502,661,22,22,23,27,22,24
University of Phoenix-North Carolina,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Pennsylvania,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Texas,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Utah,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Virginia,455,625,502,661,22,22,23,27,22,24
University of Phoenix-Washington,455,625,502,661,22,22,23,27,22,24
University of Pikeville,455,625,502,661,22,22,23,27,22,24
University of Pittsburgh-Bradford,480,575,470,570,18,25,15,24,16,24
University of Pittsburgh-Greensburg,500,590,490,580,20,24,19,23,19,24
University of Pittsburgh-Johnstown,500,600,510,590,21,25,18,24,18,25
University of Pittsburgh-Pittsburgh Campus,623,700,620,720,28,32,26,34,26,31
University of Pittsburgh-Titusville,455,625,502,661,22,22,23,27,22,24
University of Portland,570,660,560,660,23,29,23,31,23,27
University of Providence,470,530,360,480,16,23,14,21,16,24
University of Puerto Rico-Aguadilla,458,560,432,547,22,22,23,27,22,24
University of Puerto Rico-Arecibo,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Bayamon,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Carolina,455,559,418,529,22,22,23,27,22,24
University of Puerto Rico-Cayey,496,585,464,574,22,22,23,27,22,24
University of Puerto Rico-Central Administration,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Humacao,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Mayaguez,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Medical Sciences,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Ponce,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Rio Piedras,455,625,502,661,22,22,23,27,22,24
University of Puerto Rico-Utuado,455,625,502,661,22,22,23,27,22,24
University of Puget Sound,455,625,502,661,22,22,23,27,22,24
University of Redlands,530,630,500,620,16,28,21,30,20,27
University of Redlands Graduate School of Theology,455,625,502,661,22,22,23,27,22,24
University of Rhode Island,550,630,540,630,23,28,22,28,22,27
University of Richmond,630,710,650,750,30,33,23,27,22,24
University of Rio Grande,455,625,502,661,22,22,23,27,22,24
University of Rochester,650,720,680,790,30,34,31,35,28,34
University of Saint Francis-Fort Wayne,480,590,480,570,19,25,17,25,18,24
University of Saint Joseph,490,595,480,575,22,24,23,24,23,26
University of Saint Katherine,480,550,520,560,17,24,17,23,18,25
University of Saint Mary,440,530,430,530,17,23,17,25,17,23
University of Saint Mary of the Lake,455,625,502,661,22,22,23,27,22,24
University of San Diego,455,625,502,661,22,22,23,27,22,24
University of San Francisco,570,660,570,670,24,30,24,32,23,28
University of Science and Arts of Oklahoma,300,600,300,600,14,19,16,22,18,25
University of Scranton,560,640,540,640,23,28,22,30,22,28
University of Sioux Falls,455,625,502,661,22,22,23,27,22,24
University of South Alabama,503,610,480,580,20,27,20,28,18,25
University of South Carolina Aiken,500,590,470,560,18,23,16,23,16,22
University of South Carolina Beaufort,480,570,460,540,17,22,16,22,16,21
University of South Carolina-Columbia,580,670,560,670,25,31,23,33,23,28
University of South Carolina-Lancaster,470,550,440,540,16,20,14,20,15,18
University of South Carolina-Salkehatchie,420,500,410,500,14,18,12,18,15,17
University of South Carolina-Sumter,470,580,425,540,16,20,12,19,15,18
University of South Carolina-Union,420,520,410,500,15,18,13,17,15,17
University of South Carolina-Upstate,460,550,440,540,17,21,15,21,16,20
University of South Dakota,500,620,500,625,20,25,18,25,19,26
University of South Florida,590,660,570,660,25,30,24,31,23,28
University of South Florida-Sarasota-Manatee,455,625,502,661,22,22,23,27,22,24
University of South Florida-St Petersburg,455,625,502,661,22,22,23,27,22,24
University of Southern California,660,740,680,790,30,34,32,35,28,34
University of Southern Indiana,490,590,490,580,19,25,19,25,18,26
University of Southern Maine,488,590,470,570,20,25,18,24,18,25
University of Southern Mississippi,455,625,502,661,19,26,19,28,17,25
University of Spa & Cosmetology Arts,455,625,502,661,22,22,23,27,22,24
University of St Francis,480,590,490,590,21,26,19,26,19,25
University of St Thomas,455,625,502,661,22,22,23,27,22,24
University of St Thomas,455,625,502,661,22,22,23,27,22,24
University of St Thomas,455,625,502,661,22,22,23,27,22,24
University of St Thomas,455,625,502,661,22,22,23,27,22,24
University of St Thomas,560,670,570,670,23,29,21,29,23,28
University of St Thomas,560,670,570,670,23,29,21,29,23,28
University of St Thomas,560,670,570,670,23,29,21,29,23,28
University of St Thomas,560,670,570,670,23,29,21,29,23,28
University of St. Augustine for Health Sciences,455,625,502,661,22,22,23,27,22,24
University of Texas Health Science Center at Tyler,455,625,502,661,22,22,23,27,22,24
University of Texas Southwestern Medical Center,455,625,502,661,22,22,23,27,22,24
University of the Cumberlands,460,570,470,570,19,24,17,24,17,23
University of the District of Columbia,455,625,502,661,22,22,23,27,22,24
University of the District of Columbia-David A Clarke School of Law,455,625,502,661,22,22,23,27,22,24
University of the Incarnate Word,480,580,470,560,17,23,16,23,16,23
University of the Ozarks,470,610,480,620,18,23,18,24,17,23
University of the Pacific,540,660,540,680,22,30,21,31,21,29
University of the People,455,625,502,661,22,22,23,27,22,24
University of the Potomac-VA Campus,455,625,502,661,22,22,23,27,22,24
University of the Potomac-Washington DC Campus,455,625,502,661,22,22,23,27,22,24
University of the Sciences,560,650,550,670,22,29,21,28,21,28
University of the Southwest,455,625,502,661,22,22,23,27,22,24
University of the Virgin Islands,430,530,383,490,14,18,14,19,15,17
University of the West,455,625,502,661,22,22,23,27,22,24
University of Toledo,490,600,495,610,20,26,19,25,19,26
University of Tulsa,540,650,540,680,23,31,23,33,23,30
University of Utah,570,670,560,680,22,29,21,30,21,28
University of Valley Forge,455,625,502,661,22,22,23,27,22,24
University of Vermont,590,680,570,670,26,31,25,33,24,29
University of Virginia-Main Campus,660,740,660,770,30,34,32,35,28,34
University of Washington-Bothell Campus,510,620,530,650,20,27,18,27,19,27
University of Washington-Seattle Campus,590,700,610,753,27,33,26,35,26,32
University of Washington-Tacoma Campus,480,600,480,580,16,24,15,24,16,25
University of West Alabama,455,625,502,661,17,22,16,21,16,23
University of West Georgia,480,580,420,510,17,22,16,22,16,22
University of West Los Angeles,455,625,502,661,22,22,23,27,22,24
University of West Los Angeles - Chatsworth,455,625,502,661,22,22,23,27,22,24
University of Western States,455,625,502,661,22,22,23,27,22,24
University of Wisconsin-Eau Claire,455,625,502,661,21,26,20,25,19,26
University of Wisconsin-Green Bay,455,625,502,661,18,24,16,23,17,24
University of Wisconsin-La Crosse,455,625,502,661,22,26,21,26,22,26
University of Wisconsin-Madison,610,690,650,770,27,32,25,33,26,31
University of Wisconsin-Milwaukee,455,625,502,661,19,24,17,24,17,24
University of Wisconsin-Milwaukee Flex,455,625,502,661,22,22,23,27,22,24
University of Wisconsin-Oshkosh,455,625,502,661,19,24,17,23,17,24
University of Wisconsin-Parkside,455,625,502,661,17,23,16,23,16,23
University of Wisconsin-Parkside Flex,455,625,502,661,22,22,23,27,22,24
University of Wisconsin-Platteville,455,625,502,661,20,26,19,24,20,27
University of Wisconsin-River Falls,455,625,502,661,19,25,17,24,18,25
University of Wisconsin-Stevens Point,455,625,502,661,19,24,17,24,17,24
University of Wisconsin-Stout,455,625,502,661,20,25,18,24,18,26
University of Wisconsin-Superior,455,625,502,661,18,24,16,23,17,23
University of Wisconsin-System Administration,455,625,502,661,22,22,23,27,22,24
University of Wisconsin-Whitewater,455,625,502,661,19,24,17,23,17,24
University of Wyoming,520,620,520,620,21,28,20,27,20,27
University System of Maryland,455,625,502,661,22,22,23,27,22,24
University System of Maryland-Research Centers,455,625,502,661,22,22,23,27,22,24
University System of New Hampshire System Office,455,625,502,661,22,22,23,27,22,24
Unlimited Cosmetology School,455,625,502,661,22,22,23,27,22,24
UPMC Jameson School of Nursing,455,625,502,661,22,22,23,27,22,24
UPMC Mercy School of Nursing,455,625,502,661,22,22,23,27,22,24
UPMC Shadyside School of Nursing,455,625,502,661,22,22,23,27,22,24
UPMC St. Margaret School of Nursing,455,625,502,661,22,22,23,27,22,24
Upper Cape Cod Regional Technical School,455,625,502,661,22,22,23,27,22,24
Upper Iowa University,440,528,420,518,18,23,16,21,24,25
Upper Valley Career Center,455,625,502,661,22,22,23,27,22,24
Upper Valley Educators Institute,455,625,502,661,22,22,23,27,22,24
Upstate Medical University,455,625,502,661,22,22,23,27,22,24
UR Beauty & Barber Academy,455,625,502,661,22,22,23,27,22,24
Urban Barber College,455,625,502,661,22,22,23,27,22,24
Urban College of Boston,455,625,502,661,22,22,23,27,22,24
Urshan College,455,625,502,661,22,22,23,27,22,24
Urshan Graduate School of Theology,455,625,502,661,22,22,23,27,22,24
Ursinus College,580,670,570,660,25,30,24,31,23,29
Ursuline College,470,560,470,560,18,24,16,23,17,23
Uta Mesivta of Kiryas Joel,455,625,502,661,22,22,23,27,22,24
Utah State University,550,660,530,660,21,29,20,29,20,28
Utah Valley University,455,625,502,661,22,22,23,27,22,24
Utica College,455,625,502,661,22,22,23,27,22,24
Valdosta State University,510,590,480,550,19,23,18,23,17,22
