,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,instnm,Institution (entity) name (HD2020),Certificate of less than 1 year (IC2020),Certificate of less than 12 weeks (IC2020),Certificate of at least 12 weeks  but less than 1 year (IC2020),Certifiicate of at least 1 year  but less than 2 years (IC2020),Associate's degree (IC2020),Certificate of at least 2 years  but less than 4 years (IC2020),Bachelor's degree (IC2020),Postbaccalaureate certificate (IC2020),Master's degree (IC2020),Post-master's certificate (IC2020),Doctor's degree - research/scholarship (IC2020),Doctor's degree - professional practice (IC2020),Doctor's degree - other (IC2020),Other degree (IC2020),Unnamed: 16
1621,1621,1621,1621,Diamond Beauty College,Diamond Beauty College,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1622,1622,1622,1622,Diamonds Cosmetology College,Diamonds Cosmetology College,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1623,1623,1623,1623,Dickinson College,Dickinson College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1624,1624,1624,1624,Dickinson State University,Dickinson State University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1625,1625,1625,1625,Diesel Driving Academy-Baton Rouge,Diesel Driving Academy-Baton Rouge,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1626,1626,1626,1626,Diesel Driving Academy-Shreveport,Diesel Driving Academy-Shreveport,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1627,1627,1627,1627,DigiPen Institute of Technology,DigiPen Institute of Technology,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1628,1628,1628,1628,Digital Film Academy,Digital Film Academy,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1629,1629,1629,1629,Digital Film Academy - Atlanta,Digital Film Academy - Atlanta,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
1630,1630,1630,1630,Digital Media Institute at InterTech,Digital Media Institute at InterTech,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1631,1631,1631,1631,DiGrigoli School of Cosmetology,DiGrigoli School of Cosmetology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1632,1632,1632,1632,Dillard University,Dillard University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1633,1633,1633,1633,Diman Regional Technical Institute,Diman Regional Technical Institute,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1634,1634,1634,1634,Dine College,Dine College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1635,1635,1635,1635,Divers Academy International,Divers Academy International,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1636,1636,1636,1636,Divers Institute of Technology,Divers Institute of Technology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1637,1637,1637,1637,Diversified Vocational College,Diversified Vocational College,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1638,1638,1638,1638,Divine Crown Barber & Beauty Academy,Divine Crown Barber & Beauty Academy,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1639,1639,1639,1639,Divine Mercy University,Divine Mercy University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
1640,1640,1640,1640,Divine Word College,Divine Word College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1641,1641,1641,1641,Dixie State University,Dixie State University,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1642,1642,1642,1642,Dixie Technical College,Dixie Technical College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1643,1643,1643,1643,DLP Conemaugh Memorial Medical Center,DLP Conemaugh Memorial Medical Center,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1644,1644,1644,1644,Doane University,Doane University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,
1645,1645,1645,1645,Dodge City Community College,Dodge City Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1646,1646,1646,1646,Dolce LLC The Academy,Dolce LLC The Academy,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1647,1647,1647,1647,Dominican College of Blauvelt,Dominican College of Blauvelt,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
1648,1648,1648,1648,Dominican School of Philosophy & Theology,Dominican School of Philosophy & Theology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1649,1649,1649,1649,Dominican University,Dominican University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
1650,1650,1650,1650,Dominican University of California,Dominican University of California,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1651,1651,1651,1651,Don Roberts School of Hair Design,Don Roberts School of Hair Design,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1652,1652,1652,1652,Dongguk University Los Angeles,Dongguk University Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
1653,1653,1653,1653,Donnelly College,Donnelly College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1654,1654,1654,1654,Dordt University,Dordt University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1655,1655,1655,1655,Dorsey School of Business,Dorsey School of Business,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1656,1656,1656,1656,Dorsey School of Business-Dearborn,Dorsey School of Business-Dearborn,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1657,1657,1657,1657,Dorsey School of Business-Madison Heights,Dorsey School of Business-Madison Heights,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1658,1658,1658,1658,Dorsey School of Business-Roseville,Dorsey School of Business-Roseville,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1659,1659,1659,1659,Dorsey School of Business-Roseville Culinary Academy,Dorsey School of Business-Roseville Culinary Academy,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1660,1660,1660,1660,Dorsey School of Business-Saginaw,Dorsey School of Business-Saginaw,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1661,1661,1661,1661,Dorsey School of Business-Waterford Pontiac,Dorsey School of Business-Waterford Pontiac,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1662,1662,1662,1662,Dorsey School of Business-Wayne,Dorsey School of Business-Wayne,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1663,1663,1663,1663,Dorsey School of Business-Woodhaven Campus,Dorsey School of Business-Woodhaven Campus,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1664,1664,1664,1664,Douglas Education Center,Douglas Education Center,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1665,1665,1665,1665,Douglas J Aveda Institute,Douglas J Aveda Institute,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1666,1666,1666,1666,Downey Adult School,Downey Adult School,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1667,1667,1667,1667,Dr. Ida Rolf Institute,Dr. Ida Rolf Institute,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1668,1668,1668,1668,Dragon Rises College of Oriental Medicine,Dragon Rises College of Oriental Medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1669,1669,1669,1669,Drake University,Drake University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
1670,1670,1670,1670,Drew University,Drew University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
1671,1671,1671,1671,Drexel University,Drexel University,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
1672,1672,1672,1672,Drury University,Drury University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1673,1673,1673,1673,Drury University-College of Continuing Professional Studies,Drury University-College of Continuing Professional Studies,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1674,1674,1674,1674,DSDT,DSDT,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1675,1675,1675,1675,Duke University,Duke University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
1676,1676,1676,1676,Dunwoody College of Technology,Dunwoody College of Technology,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1677,1677,1677,1677,Duquesne University,Duquesne University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
1678,1678,1678,1678,Durant Institute of Hair Design,Durant Institute of Hair Design,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1679,1679,1679,1679,Durham Technical Community College,Durham Technical Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1680,1680,1680,1680,Dutchess BOCES-Practical Nursing Program,Dutchess BOCES-Practical Nursing Program,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1681,1681,1681,1681,Dutchess Community College,Dutchess Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1682,1682,1682,1682,DuVall's School of Cosmetology,DuVall's School of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1683,1683,1683,1683,Dyersburg State Community College,Dyersburg State Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1684,1684,1684,1684,E Q School of Hair Design,E Q School of Hair Design,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1685,1685,1685,1685,Ea La Mar's Cosmetology & Barber College,Ea La Mar's Cosmetology & Barber College,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1686,1686,1686,1686,Eagle Gate College-Boise Campus,Eagle Gate College-Boise Campus,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1687,1687,1687,1687,Eagle Gate College-Layton,Eagle Gate College-Layton,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1688,1688,1688,1688,Eagle Gate College-Murray,Eagle Gate College-Murray,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1689,1689,1689,1689,Earlham College,Earlham College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1690,1690,1690,1690,East Arkansas Community College,East Arkansas Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1691,1691,1691,1691,East Carolina University,East Carolina University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
1692,1692,1692,1692,East Central College,East Central College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1693,1693,1693,1693,East Central Community College,East Central Community College,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1694,1694,1694,1694,East Central University,East Central University,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1695,1695,1695,1695,East Georgia State College,East Georgia State College,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1696,1696,1696,1696,East Los Angeles College,East Los Angeles College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1697,1697,1697,1697,East Mississippi Community College,East Mississippi Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698,1698,1698,1698,East San Gabriel Valley Regional Occupational Program,East San Gabriel Valley Regional Occupational Program,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
1699,1699,1699,1699,East Stroudsburg University of Pennsylvania,East Stroudsburg University of Pennsylvania,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
1700,1700,1700,1700,East Tennessee State University,East Tennessee State University,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
1701,1701,1701,1701,East Texas Baptist University,East Texas Baptist University,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1702,1702,1702,1702,East Valley Institute of Technology,East Valley Institute of Technology,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1703,1703,1703,1703,East West College of Natural Medicine,East West College of Natural Medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1704,1704,1704,1704,East West College of the Healing Arts,East West College of the Healing Arts,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1705,1705,1705,1705,East-West Healing Arts Institute,East-West Healing Arts Institute,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1706,1706,1706,1706,East-West University,East-West University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1707,1707,1707,1707,Eastern Arizona College,Eastern Arizona College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1708,1708,1708,1708,Eastern Center for Arts and Technology,Eastern Center for Arts and Technology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1709,1709,1709,1709,Eastern College of Health Vocations-Little Rock,Eastern College of Health Vocations-Little Rock,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1710,1710,1710,1710,Eastern College of Health Vocations-New Orleans,Eastern College of Health Vocations-New Orleans,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1711,1711,1711,1711,Eastern Connecticut State University,Eastern Connecticut State University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1712,1712,1712,1712,Eastern Florida State College,Eastern Florida State College,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1713,1713,1713,1713,Eastern Gateway Community College,Eastern Gateway Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1714,1714,1714,1714,Eastern Illinois University,Eastern Illinois University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
1715,1715,1715,1715,Eastern International College-Belleville,Eastern International College-Belleville,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1716,1716,1716,1716,Eastern International College-Jersey City,Eastern International College-Jersey City,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1717,1717,1717,1717,Eastern Iowa Community College District,Eastern Iowa Community College District,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1718,1718,1718,1718,Eastern Kentucky University,Eastern Kentucky University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,
1719,1719,1719,1719,Eastern Maine Community College,Eastern Maine Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1720,1720,1720,1720,Eastern Mennonite University,Eastern Mennonite University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
1721,1721,1721,1721,Eastern Michigan University,Eastern Michigan University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
1722,1722,1722,1722,Eastern Nazarene College,Eastern Nazarene College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1723,1723,1723,1723,Eastern New Mexico University Ruidoso Branch Community College,Eastern New Mexico University Ruidoso Branch Community College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1724,1724,1724,1724,Eastern New Mexico University-Main Campus,Eastern New Mexico University-Main Campus,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1725,1725,1725,1725,Eastern New Mexico University-Roswell Campus,Eastern New Mexico University-Roswell Campus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1726,1726,1726,1726,Eastern Oklahoma County Technology Center,Eastern Oklahoma County Technology Center,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1727,1727,1727,1727,Eastern Oklahoma State College,Eastern Oklahoma State College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1728,1728,1728,1728,Eastern Oregon University,Eastern Oregon University,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1729,1729,1729,1729,Eastern School of Acupuncture and Traditional Medicine,Eastern School of Acupuncture and Traditional Medicine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1730,1730,1730,1730,Eastern Shore Community College,Eastern Shore Community College,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1731,1731,1731,1731,Eastern Suffolk BOCES,Eastern Suffolk BOCES,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1732,1732,1732,1732,Eastern Suffolk BOCES,Eastern Suffolk BOCES,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1733,1733,1733,1733,Eastern Suffolk BOCES,Eastern Suffolk BOCES,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1734,1734,1734,1734,Eastern University,Eastern University,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
1735,1735,1735,1735,Eastern Virginia Career College,Eastern Virginia Career College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1736,1736,1736,1736,Eastern Virginia Medical School,Eastern Virginia Medical School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
1737,1737,1737,1737,Eastern Washington University,Eastern Washington University,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
1738,1738,1738,1738,Eastern West Virginia Community and Technical College,Eastern West Virginia Community and Technical College,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1739,1739,1739,1739,Eastern Wyoming College,Eastern Wyoming College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1740,1740,1740,1740,Eastfield College,Eastfield College,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
1741,1741,1741,1741,Eastland-Fairfield Career and Technical Schools,Eastland-Fairfield Career and Technical Schools,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1742,1742,1742,1742,Eastwick College-Hackensack,Eastwick College-Hackensack,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1743,1743,1743,1743,Eastwick College-Nutley,Eastwick College-Nutley,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1744,1744,1744,1744,Eastwick College-Ramsey,Eastwick College-Ramsey,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1745,1745,1745,1745,Ecclesia College,Ecclesia College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1746,1746,1746,1746,Eckerd College,Eckerd College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1747,1747,1747,1747,eClips School of Cosmetology and Barbering,eClips School of Cosmetology and Barbering,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
1748,1748,1748,1748,ECPI University,ECPI University,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1749,1749,1749,1749,Ecumenical Theological Seminary,Ecumenical Theological Seminary,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
1750,1750,1750,1750,Eden Theological Seminary,Eden Theological Seminary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
1751,1751,1751,1751,Edgecombe Community College,Edgecombe Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1752,1752,1752,1752,Edgewood College,Edgewood College,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
1753,1753,1753,1753,EDIC College,EDIC College,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1754,1754,1754,1754,Edinboro University of Pennsylvania,Edinboro University of Pennsylvania,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
1755,1755,1755,1755,Edison State Community College,Edison State Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1756,1756,1756,1756,Edmonds College,Edmonds College,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1757,1757,1757,1757,EDP School,EDP School,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1758,1758,1758,1758,EDP University of Puerto Rico Inc-San Juan,EDP University of Puerto Rico Inc-San Juan,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
1759,1759,1759,1759,EDP University of Puerto Rico Inc-San Sebastian,EDP University of Puerto Rico Inc-San Sebastian,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1760,1760,1760,1760,EDP University of Puerto Rico-Humacao,EDP University of Puerto Rico-Humacao,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1761,1761,1761,1761,EDP University of Puerto Rico-Manati,EDP University of Puerto Rico-Manati,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762,1762,1762,1762,EDP University of Puerto Rico-Villalba,EDP University of Puerto Rico-Villalba,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1763,1763,1763,1763,Educational Technical College,Educational Technical College,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
1764,1764,1764,1764,Educational Technical College-Recinto de Bayamon,Educational Technical College-Recinto de Bayamon,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
